Item ID,Name,Description,Tag 1,Tag 2,Tag 3
0x0e022,Lotus,"The rhizomes of lotus are consumed as a vegetable in Asian countries, extensively in China and Japan: sold whole or in cut pieces, fresh, frozen, or canned. They are fried or cooked mostly in soups, soaked in syrup or pickled in vinegar (with sugar, chili and garlic).",Vegetable,Food,
0x0e023,Onion,"The onion (Allium cepa L., from Latin cepa ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium. Its close relatives include the garlic, scallion, shallot, leek, chive, and Chinese onion.",Vegetable,Food,
0x0e024,Green onion,Scallions (also known as green onions or spring onions) are vegetables derived from various species in the genus Allium. Scallions have a milder taste than most onions.,Vegetable,Food,
0x0e025,Shallots,"The shallot is a type of onion, specifically a botanical variety of the species Allium cepa. Shallots are used in cooking. They may be pickled. Finely-sliced deep-fried shallots are used as a condiment in Asian cuisine, often served with porridge.",Vegetable,Food,
0x0e026,Bamboo shoots,"Bamboo shoots or bamboo sprouts are the edible shoots (new bamboo culms that come out of the ground) of many bamboo species including Bambusa vulgaris and Phyllostachys edulis. They are used as vegetables in numerous Asian dishes and broths. They are sold in various processed shapes, and are available in fresh, dried, and canned versions.",Vegetable,Food,
0x0e027,Carrot,"The carrot (Daucus carota subsp. sativus) is a root vegetable, usually orange in color, though purple, black, red, white, and yellow cultivars exist.",Vegetable,Food,
0x0e028,Ginger,"Ginger (Zingiber officinale) is a flowering plant whose rhizome, ginger root or ginger, is widely used as a spice and a folk medicine.",Vegetable,Food,
0x0e029,Potato,"Potatoes are prepared in many ways: skin-on or peeled, whole or cut up, with seasonings or without. The only requirement involves cooking to swell the starch granules. ",Vegetable,Food,
0x0e02a,Radish,"Radishes are grown and consumed throughout the world, being mostly eaten raw as a crunchy salad vegetable with bite.",Vegetable,Food,
0x0e02b,Yams,"Yams are consumed in a variety of preparations, such as flour or whole vegetable pieces across their range of distribution in Asia, Africa, North America, Central America, the Caribbean, South America, and Oceania.",Vegetable,Food,
0x0e02c,Taro,"People usually consume its edible corm and leaves. The corms, which have a light purple color due to phenolic pigments,[44] are roasted, baked or boiled. The natural sugars give a sweet, nutty flavor. The starch is easily digestible, and since the grains are fine and small it is often used for baby food.",Vegetable,Food,
