Item ID,Name,Description,Tag 1,Tag 2,Tag 3
0x0304d,Skip Lists,a probabilistic data structure that allows O(nlogn) search complexity as well as O(nlogn) insertion complexity within an ordered sequence of n elements,,,
0x0304e,Prefix Sum,"the prefix sum, cumulative sum, inclusive scan, or simply scan of a sequence of numbers x0, x1, x2, ... is a second sequence of numbers y0, y1, y2, ..., the sums of prefixes (running totals) of the input sequence",,,
0x0304f,Rabin Karp,"a string-searching algorithm created by Richard M. Karp and Michael O. Rabin (1987) that uses hashing to find an exact match of a pattern string in a text. It uses a rolling hash to quickly filter out positions of the text that cannot match the pattern, and then checks for a match at the remaining positions.",,,
0x03050,Map Reduce,"a programming model and an associated implementation for processing and generating big data sets with a parallel, distributed algorithm on a cluster.",,,
0x03051,Neural Network,"a network or circuit of neurons, or in a modern sense, an artificial neural network, composed of artificial neurons or nodes.",,,
0x03052,Convolutional Neural Network,"a class of deep neural networks, most commonly applied to analyzing visual imagery.",,,
0x03053,Recurrent Neural Network,a class of artificial neural networks where connections between nodes form a directed graph along a temporal sequence.,,,
0x03054,Recurrent Convolutional Neural Network,,,,
0x03055,Generative Adversial Network,"a class of machine learning frameworks designed by Ian Goodfellow and his colleagues in 2014.[1] Two neural networks contest with each other in a game (in the sense of game theory, often but not always in the form of a zero-sum game). Given a training set, this technique learns to generate new data with the same statistics as the training set.",,,
0x03056,Yolo Algorithm,,,,
0x03057,Linear Regression,a linear approach to modeling the relationship between a scalar response (or dependent variable) and one or more explanatory variables (or independent variables).,,,
0x03058,Logistic Regression,a statistical model that in its basic form uses a logistic function to model a binary dependent variable,,,
0x03059,Support Vector Machine,supervised learning models with associated learning algorithms that analyze data used for classification and regression analysis.,,,
0x0305a,Gradient Boosting,"a machine learning technique for regression and classification problems, which produces a prediction model in the form of an ensemble of weak prediction models, typically decision trees.",,,
0x0305b,Decision Trees,"a decision support tool that uses a tree-like model of decisions and their possible consequences, including chance event outcomes, resource costs, and utility.",,,
0x0305c,K Nearest Neighbors,"a non-parametric method proposed by Thomas Cover used for classification and regression.[1] In both cases, the input consists of the k closest training examples in the feature space.",,,
0x0305d,Risch Algorithm,an algorithm for indefinite integration. It is used in some computer algebra systems to find antiderivatives.,,,
