Item ID,Name,Description,Tag 1,Tag 2,Tag 3
0x07024,rolles theorem,f(a)=f(b) there is a point where f'(c) = 0,,,
0x07025,uniform convergence,,,,
0x07026,power series,,,,
0x07027,taylor series,,,,
,,,,,
,,,,,
0x07028,Complex Analysis,Math subject,,,
0x07029,Polar Coordinates,,,,
0x0702a,Complex numbers,,,,
0x0702b,Contour integration,,,,
,,,,,
0x0702c,Calculus (the subject),A math subject,,,
0x0702d,Derivatives,Instanteous rate of change,,,
0x0702e,Integrals,AREA UNDER A CURVEV,,,
0x0702f,Integration by Parts,udv = uv - vdu,,,
0x07030,Limits (calculus context),broken,,,
0x07031,u-substitution,Derivative technique,,,
0x07032,Integration by Sight,"Integration ""technique""",,,
0x07033,Trig Sub,Integration technique,,,
0x07034,Fundamental Theorem of Calculus,relates differentiation and integration,,,
0x07035,fractional derivatives,linhares!,,,
,,,,,
,,,,,
0x07036,Differential Equations,A math subject,,,
0x07037,Variation of Parameters,A long and tedious diffeq method,,,
0x07038,Homogeneous Diff Eq,,,,
0x07039,PDEs,Partial Differential Equations,,,
0x0703a,ODEs,Ordinary Differential Equations,,,
0x0703b,Lagrange's Equation,,,,
0x0703c,Laplace Transform,an integral transform that converts a function of a real variable (often time) to a function of a complex variable. (complex frequency),,,
0x0703d,Bessel Functions,Some PDE,,,
0x0703e,Separation of Variables,,,,
0x0703f,Exact Differential Equations,good and easy,,,
0x07040,First order linear ODE,,,,
0x07041,Runge Kutta,,,,
0x07042,Finite Element,,,,
,,,,,
,,,,,
0x07043,Second order linear ODE,,,,
0x07044,Black Scholes Equation,,,,
0x07045,Navier Stokes Equations,,,,
0x07046,Euler's Method,,,,
0x07047,Boundary Conditions,,,,
0x07048,Dirac delta distribution,,,,
0x07049,Heavyside function,,,,
0x0704a,Linear Algebra,,,,
0x0704b,Vectors,,,,
0x0704c,Vector Spaces,,,,
0x0704d,Linear transformations,,,,
0x0704e,Dimensions,,,,
0x0704f,Linear Independence,,,,
0x07050,Basis,,,,
0x07051,Span,,,,
0x07052,Rank-nullity,,,,
0x07053,Inner products,,,,
0x07054,PCA,,,,
0x07055,SVD,,,,
0x07056,Subspaces,,,,
0x07057,Trace,,,,
0x07058,Determinant,,,,
,,,,,
,,,,,
0x07059,Misc,,,,
0x0705a,Proof,,,,
0x0705b,Theorem,,,,
0x0705c,Lemma,,,,
0x0705d,Definition,,,,
0x0705e,Postulate,,,,
0x0705f,Variables,,,,
0x07060,Corollary,,,,
0x07061,Axiom,,,,
0x07062,Remark (Math),,,,
0x07063,Exercise (Math),,,,
,,,,,
0x07064,Group Theory,,,,
0x07065,Power Set,,,,
0x07066,Partially Ordered Sets,,,,
0x07067,Functions,,,,
0x07068,Range of a function,,,,
0x07069,Domain of a function,,,,
0x0706a,Codomain of a function,,,,
0x0706b,Injective/One-to-One,,,,
0x0706c,Surjective/Onto,,,,
0x0706d,Bijective/Invertible,,,,
0x0706e,Group (Math),,,,
0x0706f,Field (Math),,,,
0x07070,Free space (Math),,,,
0x07071,Universal Property of Free Space,,,,
0x07072,Bilinearity,,,,
0x07073,Algebra (Group theory),,,,
0x07074,Quotient Space,,,,
0x07075,Universal Property for Quotient Spaces,,,,
0x07076,1st Isomorphism Theorem,,,,
0x07077,2nd Isomorphism Theorem,,,,
0x07078,3rd Isomorphism Theorem,,,,
0x07079,Cartesian Product,,,,
0x0707a,Direct Sum,,,,
0x0707b,Direct Product,,,,
0x0707c,Universal Property for Direct Sum,,,,
0x0707d,Universal Property for Direct Product,,,,
0x0707e,Direct Sum Decomposition,,,,
0x0707f,Ideal (Group Theory),,,,
0x07080,Cosets (Groups),,,,
0x07081,Normal Subgroup,,,,
0x07082,Cyclic Groups,,,,
0x07083,Lagrange's Theorem,,,,
0x07084,Free Group,,,,
0x07085,Free Abelian Group,,,,
0x07086,Chinese Remainder Theorem,,,,
0x07087,Rings (Math),,,,
0x07088,Category Theory,,,,
0x07089,Commutative Diagrams,,,,
0x0708a,Natural Transformation,,,,
0x0708b,Functors,,,,
0x0708c,Universal Properties,,,,
0x0708d,Tensor Product,,,,
0x0708e,Squaring the circle,,,,
0x0708f,Dual Space,,,,
0x07090,Symmetric Algebra,,,,
0x07091,Extent Algebra,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0x07092,Discrete Mathematics,,,,
0x07093,Law of total probability,,,,
0x07094,Inclusion Exclusion,,,,
0x07095,Bayes Theorem,,,,
0x07096,Sample space,,,,
0x07097,Uniform Distribution,,,,
0x07098,Exponential Distribution,,,,
0x07099,Poisson Distribution,,,,
0x0709a,Normal Distribution,,,,
0x0709b,Binomial Distribution,,,,
0x0709c,Marginal distribution,,,,
0x0709d,Joint distribution,,,,
0x0709e,Balls and bins distribution technique,,,,
0x0709f,Chinese remainder theorem,,,,
0x070a0,Pigeonhole principle,,,,
0x070a1,Hockeystick identity,,,,
0x070a2,Vandermonde's identity,,,,
0x070a3,Generating function,,,,
0x070a4,Pascal's triangle,,,,
0x070a5,Markov process,,,,
0x070a6,Poisson process,,,,
0x070a7,Continuous markov chain,,,,
0x070a8,Graph (Math),Set of vertices and edges ,,,
0x070a9,Random Graphs (Math),Random set of vertices and edges,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0x070aa,Geometry,,,,
0x070ab,SAS,,,,
0x070ac,SSS,,,,
0x070ad,SSA,,,,
0x070ae,HL postulate,,,,
0x070af,triangle,,,,
0x070b0,rhombus,,,,
0x070b1,square,,,,
0x070b2,quadrilateral,,,,
0x070b3,trapezoid,,,,
0x070b4,pentagon,,,,
0x070b5,hexagon,,,,
0x070b6,heptagon,,,,
0x070b7,octagon,,,,
0x070b8,line,,,,
0x070b9,median,,,,
0x070ba,altitude,,,,
0x070bb,parallelpiped,,,,
0x070bc,circle,,,,
0x070bd,ellipse,,,,
0x070be,conic sections,,,,
0x070bf,hyperbola,,,,
0x070c0,parabola,,,,
0x070c1,shoelace formula ?,,,,
0x070c2,similarity,,,,
0x070c3,congruency,,,,
0x070c4,ruler-and-compass construction,,,,
